TimeGenerated,UserPrincipalName,AppDisplayName,IPAddress,City,Country,ResultType,ResultDescription,DeviceOS,Browser
2026-08-08T10:15:55Z,gwen.muir@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T10:22:29Z,omar.farah@cloudora.io,Microsoft 365,185.93.245.66,Dubai,United Arab Emirates,0,Success,iOS 17,Mobile Safari
2026-08-08T10:31:58Z,aria.reid@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T10:44:31Z,priya.nair@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T10:44:36Z,omar.farah@cloudora.io,SharePoint Online,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T10:45:45Z,ruth.dean@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-08T11:18:27Z,joel.kerr@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-08T11:47:09Z,olivia.kaur@cloudora.io,Microsoft 365,203.0.113.12,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-08T11:50:00Z,alba.vega@cloudora.io,SharePoint Online,198.51.100.22,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T11:57:35Z,maya.chen@cloudora.io,Outlook Web,203.0.113.11,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T12:21:23Z,omar.farah@cloudora.io,SharePoint Online,185.93.245.66,Dubai,United Arab Emirates,0,Success,iOS 17,Mobile Safari
2026-08-08T12:22:24Z,seth.lane@cloudora.io,Microsoft Teams,192.0.2.32,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-08T12:28:15Z,dean.page@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-08T13:24:10Z,lucas.ford@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T13:30:39Z,felix.hart@cloudora.io,Azure Portal,192.0.2.30,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-08T13:38:20Z,cole.burke@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-08T13:58:29Z,cole.burke@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-08T14:52:19Z,mira.shah@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-08T15:37:17Z,olivia.kaur@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T15:54:53Z,kian.patel@cloudora.io,Microsoft Teams,192.0.2.31,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-08T16:20:58Z,james.holt@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T16:53:57Z,omar.farah@cloudora.io,SharePoint Online,185.93.245.66,Dubai,United Arab Emirates,0,Success,iOS 17,Mobile Safari
2026-08-08T16:55:45Z,nina.cole@cloudora.io,Outlook Web,198.51.100.22,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T17:11:54Z,seth.lane@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-08T17:34:09Z,jude.ross@cloudora.io,Microsoft Teams,203.0.113.16,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T17:50:42Z,zara.aziz@cloudora.io,Microsoft Teams,203.0.113.16,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T17:55:08Z,dina.said@cloudora.io,Azure Portal,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T18:39:00Z,omar.farah@cloudora.io,Outlook Web,185.93.245.66,Dubai,United Arab Emirates,0,Success,iOS 17,Mobile Safari
2026-08-08T18:41:06Z,priya.nair@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T19:00:29Z,adam.clark@cloudora.io,SharePoint Online,192.0.2.30,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-08T19:13:49Z,arjun.mehta@cloudora.io,Azure Portal,203.0.113.16,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T00:14:28Z,liam.doyle@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T00:15:18Z,liam.doyle@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T00:19:07Z,freya.lynn@cloudora.io,Microsoft 365,102.89.44.23,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T00:20:03Z,ryan.boyd@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T00:39:20Z,liam.doyle@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T00:45:18Z,omar.farah@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T00:56:52Z,kian.patel@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T01:01:31Z,rhys.owen@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T01:30:03Z,rhys.owen@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T01:40:46Z,priya.nair@cloudora.io,Microsoft 365,102.89.44.23,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T01:42:08Z,aria.reid@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T01:57:27Z,daniel.reeve@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T02:00:43Z,ruth.dean@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T02:01:52Z,alba.vega@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T02:26:41Z,gwen.muir@cloudora.io,Microsoft 365,102.89.44.23,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T02:29:59Z,seth.lane@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T02:37:39Z,omar.farah@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T02:40:44Z,cole.burke@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T02:44:05Z,priya.nair@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T02:46:29Z,leah.stone@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T03:04:15Z,ryan.boyd@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T03:10:21Z,lena.voss@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T03:13:32Z,daniel.reeve@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T03:24:58Z,lena.voss@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T03:27:10Z,kian.patel@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T03:36:32Z,nina.cole@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T03:47:25Z,joel.kerr@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T03:49:53Z,priya.nair@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T03:57:58Z,ethan.wells@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T04:04:14Z,ruth.dean@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T04:13:09Z,cole.burke@cloudora.io,Microsoft 365,102.89.44.23,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T04:26:01Z,kian.patel@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T04:37:28Z,omar.farah@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T04:37:44Z,leah.stone@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T04:49:59Z,aria.reid@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T04:50:57Z,rhys.owen@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-09T07:36:58Z,olivia.kaur@cloudora.io,SharePoint Online,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T07:38:09Z,noah.bishop@cloudora.io,SharePoint Online,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T08:27:41Z,arjun.mehta@cloudora.io,Outlook Web,203.0.113.16,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T08:36:27Z,dean.page@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-09T08:56:58Z,ruth.dean@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,50126,Invalid username or password,Windows 11,Chrome 126
2026-08-09T08:58:18Z,ruth.dean@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-09T09:08:00Z,james.holt@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T09:22:24Z,dean.page@cloudora.io,SharePoint Online,192.0.2.31,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-09T09:28:20Z,lucas.ford@cloudora.io,SharePoint Online,203.0.113.10,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T09:45:13Z,zara.aziz@cloudora.io,Outlook Web,203.0.113.16,London,United Kingdom,50126,Invalid username or password,Windows 11,Chrome 126
2026-08-09T09:45:35Z,zara.aziz@cloudora.io,Cloudora Admin Portal,203.0.113.16,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T10:02:56Z,omar.farah@cloudora.io,Microsoft 365,185.93.245.66,Dubai,United Arab Emirates,0,Success,iOS 17,Mobile Safari
2026-08-09T10:06:48Z,isla.grant@cloudora.io,SharePoint Online,203.0.113.15,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T10:44:34Z,leah.stone@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T10:56:26Z,omar.farah@cloudora.io,Microsoft Teams,185.93.245.66,Dubai,United Arab Emirates,0,Success,iOS 17,Mobile Safari
2026-08-09T11:05:31Z,seth.lane@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-09T11:06:32Z,olivia.kaur@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T11:59:27Z,lucas.ford@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T12:10:29Z,cole.burke@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-09T12:28:11Z,chloe.price@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-09T12:42:35Z,ruth.dean@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-09T12:58:18Z,zara.aziz@cloudora.io,SharePoint Online,203.0.113.16,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T13:04:41Z,felix.hart@cloudora.io,Cloudora Admin Portal,192.0.2.30,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-09T13:55:17Z,liam.doyle@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T15:05:01Z,sofia.marino@cloudora.io,Azure Portal,203.0.113.17,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T15:14:49Z,gwen.muir@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T15:43:14Z,chloe.price@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T15:43:50Z,omar.farah@cloudora.io,Outlook Web,185.93.245.66,Dubai,United Arab Emirates,0,Success,iOS 17,Mobile Safari
2026-08-09T16:16:24Z,omar.farah@cloudora.io,SharePoint Online,185.93.245.66,Dubai,United Arab Emirates,0,Success,iOS 17,Mobile Safari
2026-08-09T16:19:31Z,dina.said@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T16:45:44Z,alba.vega@cloudora.io,Microsoft 365,198.51.100.22,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T16:48:32Z,hugo.marsh@cloudora.io,Cloudora Admin Portal,198.51.100.20,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T17:09:51Z,liam.doyle@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T17:19:18Z,tara.kemp@cloudora.io,Azure Portal,203.0.113.14,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-09T17:33:44Z,priya.nair@cloudora.io,Microsoft Teams,203.0.113.10,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-09T17:52:44Z,priya.nair@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T18:45:29Z,seth.lane@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-10T00:31:22Z,dina.said@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T00:33:48Z,mira.shah@cloudora.io,Microsoft 365,102.89.44.23,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T00:33:57Z,emma.hayes@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T00:35:46Z,alba.vega@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T00:35:48Z,daniel.reeve@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T00:47:25Z,joel.kerr@cloudora.io,Microsoft 365,102.89.44.23,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T00:58:36Z,sofia.marino@cloudora.io,Microsoft 365,102.89.44.23,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T01:00:47Z,sofia.marino@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T01:05:29Z,ryan.boyd@cloudora.io,Microsoft 365,102.89.44.23,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T01:11:57Z,ethan.wells@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T01:25:58Z,isla.grant@cloudora.io,Microsoft 365,102.89.44.23,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T01:37:56Z,freya.lynn@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T01:37:59Z,alba.vega@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T01:41:08Z,isla.grant@cloudora.io,Microsoft 365,102.89.44.23,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T01:49:22Z,gwen.muir@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T01:56:19Z,liam.doyle@cloudora.io,Microsoft 365,102.89.44.23,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T02:06:13Z,kian.patel@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T02:29:25Z,aria.reid@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T02:30:02Z,kian.patel@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T02:32:44Z,gwen.muir@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T02:55:34Z,cole.burke@cloudora.io,Microsoft 365,102.89.44.23,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T03:09:12Z,daniel.reeve@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T03:10:41Z,daniel.reeve@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T03:12:05Z,daniel.reeve@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,0,Success,Windows 10,Chrome 125
2026-08-10T03:12:29Z,omar.farah@cloudora.io,Microsoft 365,102.89.44.23,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T03:14:30Z,daniel.reeve@cloudora.io,Outlook Web,102.89.44.17,Lagos,Nigeria,0,Success,Windows 10,Chrome 125
2026-08-10T03:18:04Z,gwen.muir@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T03:26:02Z,daniel.reeve@cloudora.io,Azure Portal,102.89.44.17,Lagos,Nigeria,0,Success,Windows 10,Chrome 125
2026-08-10T03:27:42Z,sofia.marino@cloudora.io,Microsoft 365,102.89.44.23,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T03:28:08Z,ethan.wells@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T03:37:02Z,alba.vega@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T03:42:14Z,freya.lynn@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T03:44:55Z,priya.nair@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T03:47:18Z,priya.nair@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,0,Success,Windows 10,Chrome 125
2026-08-10T03:52:40Z,priya.nair@cloudora.io,SharePoint Online,102.89.45.101,Lagos,Nigeria,0,Success,Windows 10,Chrome 125
2026-08-10T04:08:15Z,kian.patel@cloudora.io,Microsoft 365,102.89.44.23,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T04:27:28Z,cole.burke@cloudora.io,Microsoft 365,102.89.44.23,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T04:29:44Z,freya.lynn@cloudora.io,Microsoft 365,102.89.44.17,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T04:36:51Z,aria.reid@cloudora.io,Microsoft 365,102.89.45.101,Lagos,Nigeria,50126,Invalid username or password,Windows 10,Chrome 125
2026-08-10T07:31:11Z,priya.nair@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-10T07:40:37Z,arjun.mehta@cloudora.io,SharePoint Online,203.0.113.16,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-10T07:41:52Z,noah.bishop@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,50126,Invalid username or password,macOS 14,Safari 17
2026-08-10T07:42:39Z,noah.bishop@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-10T07:46:29Z,noah.bishop@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-10T07:46:35Z,arjun.mehta@cloudora.io,Cloudora Admin Portal,203.0.113.16,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-10T07:58:39Z,freya.lynn@cloudora.io,Microsoft 365,198.51.100.20,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-10T07:59:36Z,ryan.boyd@cloudora.io,SharePoint Online,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-10T08:03:10Z,emma.hayes@cloudora.io,Microsoft Teams,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-10T08:05:34Z,sofia.marino@cloudora.io,Microsoft 365,203.0.113.17,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-10T08:07:15Z,isla.grant@cloudora.io,SharePoint Online,203.0.113.15,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-10T08:14:29Z,dean.page@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-10T08:17:10Z,joel.kerr@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-10T08:17:14Z,hugo.marsh@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-10T08:21:40Z,finn.gale@cloudora.io,SharePoint Online,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-10T08:21:56Z,seth.lane@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-10T08:22:24Z,lucas.ford@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-10T08:27:48Z,felix.hart@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-10T08:31:47Z,maya.chen@cloudora.io,Cloudora Admin Portal,203.0.113.11,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-10T08:32:10Z,isla.grant@cloudora.io,Outlook Web,203.0.113.15,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-10T08:35:12Z,lucas.ford@cloudora.io,Microsoft Teams,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-10T08:35:39Z,omar.farah@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-10T08:41:00Z,daniel.reeve@cloudora.io,Microsoft 365,203.0.113.11,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-10T08:44:58Z,joel.kerr@cloudora.io,Microsoft Teams,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-10T08:49:16Z,aria.reid@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-10T08:51:38Z,dina.said@cloudora.io,Microsoft 365,203.0.113.12,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-10T08:53:43Z,cole.burke@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-10T09:04:09Z,seth.lane@cloudora.io,SharePoint Online,192.0.2.32,Austin,United States,50126,Invalid username or password,Android 14,Chrome Mobile
2026-08-10T09:04:35Z,seth.lane@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-10T09:05:33Z,adam.clark@cloudora.io,Azure Portal,192.0.2.30,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-10T09:07:57Z,daniel.reeve@cloudora.io,SharePoint Online,203.0.113.13,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-10T09:10:42Z,aria.reid@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-10T09:19:36Z,leah.stone@cloudora.io,Microsoft 365,203.0.113.17,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-10T09:20:17Z,adam.clark@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-10T09:21:59Z,finn.gale@cloudora.io,Microsoft 365,198.51.100.24,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-10T09:22:21Z,alba.vega@cloudora.io,SharePoint Online,198.51.100.22,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-10T09:23:04Z,emma.hayes@cloudora.io,Microsoft 365,203.0.113.12,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-10T09:23:30Z,seth.lane@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-10T09:38:46Z,omar.farah@cloudora.io,Azure Portal,185.93.245.66,Dubai,United Arab Emirates,0,Success,iOS 17,Mobile Safari
2026-08-10T09:44:44Z,daniel.reeve@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-10T09:47:09Z,freya.lynn@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-10T09:47:56Z,cole.burke@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
